Station_Name,Latitude,Longitude,State,Town,Power_kW
Electro Spark EVCS,10.163080637651007,76.48721724799293,Kerala,Perumbavoor,90.0
Smartvolt EVCS,10.168792563403002,76.4347441321296,Kerala,Kalady,60.0
Chendamangalam Combined Energy,10.164520762160521,76.23328993057385,Kerala,Chendamangalam,30.0
Ideal EV Super Charging Station,10.149223784894389,76.22650589996533,Kerala,North Paravur,80.0
rajeEVam EVCS,10.203141262774878,76.20040094604155,Kerala,Kodungallur,60.0
Nellikkunnu Snopcap EVCS,10.512140095131329,76.24889620718966,Kerala,Nellikkunnu,7.4
Chavakkad Golden Tower EVCS,10.64297240272117,75.98558047526978,Kerala,Punnayur,80.0
Guruvayoor Sreeja EVCS,10.593309833570416,76.03739687984421,Kerala,Guruvayur,90.0
Swathi EVCS,10.611860183538624,76.68416479299663,Kerala,Kollengode,30.0
Hi - Span EVCS,10.819635717471755,76.8101969101815,Kerala,Pampampallam,80.0
Page EVCS,10.901221324645903,75.92541639232945,Kerala,Tirur,80.0
Dilkush EVCS,11.179791935422458,75.87213471284201,Kerala,Ramanattukara,60.0
Calicut Malabar Gold HQ EVCS,11.280481991240876,75.87910483208498,Kerala,Peruvayal,30.0
Kunnamangalam Little Flower EVCS,11.29802224355133,75.85300038713615,Kerala,Chelavoor,90.0
Lulu Mall EVCS,11.240854622601077,75.80269852324648,Kerala,Govindapuram,60.0
Iris Mall EVCS,11.446248437657204,75.83307969273824,Kerala,Balusseri,80.0
Elektron EVCS,11.5512536877674,75.74625710699922,Kerala,Perambra,60.0
Power Drive EV Supercharging Station,11.88139916175274,75.50131377392029,Kerala,Anjarakandy,60.0
Sreekandapuram Samudra EVCS,12.042528332541053,75.50983363960029,Kerala,Sreekandapuram,60.0
Tamar Cafe,12.606281841440776,74.93843823993836,Kerala,Kumbla,30.0
Sheraton Grand Chennai Resort,12.744285810719333,80.23928129928231,Tamil Nadu,Chennai,60.0
Four Points By Sheraton,12.613079212258143,80.16879623508567,Tamil Nadu,Mahabalipuram,60.0
Pondur - Oragadam,12.9274339889228,79.93416222500605,Tamil Nadu,Sriperumbudur,240.0
Fairfield By Marriott,12.932607263975811,79.90581636365982,Tamil Nadu,Sriperumbudur,60.0
Hotel Seasons,12.258660691700726,79.06838859499601,Tamil Nadu,Tiruvannamalai,30.0
Sugam Hospitality,11.812845967903257,79.41801965083755,Tamil Nadu,Arasur,240.0
Ashva Hyundai,11.26305138193004,78.89741317551022,Tamil Nadu,Elambalur,60.0
Kovai Hyundai,11.648355238581189,78.12020883197545,Tamil Nadu,Salem,60.0
Lotus Hyundai,11.045483552313343,76.98578975061423,Tamil Nadu,Coimbatore,60.0
Vetri Hyundai,10.74085676932485,79.10755813243168,Tamil Nadu,Thanjavur,60.0
Courtyard By Marriott,10.804353216764468,78.67725322133538,Tamil Nadu,Tiruchirappalli,60.0
Oxina Hyundai,10.79120739742136,78.65778447767138,Tamil Nadu,Tiruchirappalli,60.0
Surya's Veggie Restaurant,10.560668956103342,78.32180842129367,Tamil Nadu,Vaiyampatti,30.0
Sree Karpagamoorthy Automobiles,10.070078412437482,78.72750457905886,Tamil Nadu,Karaikudi,120.0
Veepees Bistro And Cafè,9.817119728793585,77.97834106844039,Tamil Nadu,Tirumangalam,60.0
M. S. Shanmuganadar Mattai Kadai,9.300003538238656,77.91565810874727,Tamil Nadu,Mettupatti,30.0
Popular Hyundai,10.502420240994908,76.2579822603825,Kerala,Thrissur,60.0
Indus EV Charging,12.259156611678947,75.1505298833124,Kerala,Nileshwaram,60.0
JBS Bistro Cafe,8.540251135444834,77.6695171019943,Tamil Nadu,Tirunelveli,30.0
Hydra Charging Station,10.71722242604902,77.55621379831837,Tamil Nadu,Dharapuram,60.0
Hydra Charging Station,10.996757801064945,77.00865211137602,Tamil Nadu,Singallur,60.0
Hydra Charging,11.052857748144802,76.94583684438237,Tamil Nadu,Coimbatore,60.0
Hydra Charging Station,11.318649525285707,76.92080873008081,Tamil Nadu,Mettupalayam,30.0
Cherumattathil Agencies,9.910471285998,76.36446384088367,Kerala,Udayamperoor,30.0
Keys Select Kochi,9.933191620753021,76.30004944680684,Kerala,Kochi,60.0
Lemon Tree Vembanad Lake Resort,9.619244355956297,76.37218582016601,Kerala,Muhamma,60.0
Key Select Thiruvananthapuram,8.494716714177173,76.95231017696483,Kerala,Thiruvananthapuram,60.0
Lemon Tree Hotel,8.493284029472079,76.95731609551763,Kerala,,60.0
KKOH,8.194502907329976,77.39441636405729,Tamil Nadu,Nagercoil,60.0
Regen Energy,10.666222948787706,76.11344399451855,Kerala,Kechery,80.0
Driftnatuon Food Court NH44,16.814493844888574,78.14832853615515,Telangana,,60.0
Driftnation Food Court NH44,16.81475506843826,78.14840023044755,Telangana,,60.0
SK Volt Hub Kovoor,11.268432385552984,75.83115597227672,Kerala,Kozhikode,60.0
NE-4 KFC Parking,27.73556257243409,76.98387710828884,Haryana,,120.0
Hotel Highway King,26.83003059112643,75.57120343985028,Rajasthan,,60.0
Old Rao Hotel,26.63638296566327,75.10221733386027,rajasthan,Dudu,30.0
Earthtron EV,27.56255202357048,76.07508906161235,Rajasthan,Paota,30.0
Earthtron EV,27.56255202357048,76.07508906161235,Rajasthan,Paota,30.0
Mannat,27.56240731948739,76.07497800868437,Rajasthan,Paota,180.0
Amrai Resort Tata.Ev,17.63735818944548,74.01217807085504,MH,Satara,120.0
Tata.Ev Vapi,20.38011025856339,72.9144548806346,Gujarat ,Vapi,120.0
BPCL EV Dharamshala Road,32.21450538531376,76.31693962970235,Himachal Pradesh,Dharamshala ,60.0
Bundelkhand Expressway 188 Km Rest Area,26.33694245728,79.37007254737911,Uttar Pradesh,,240.0
Bundelkhand Expressway Chitrakoot Toll,25.252444564396335,80.74364419320561,Uttar Pradesh,,240.0
JIO-BP Pulse,18.82290770769148,78.32172267909633,Telangana,Armoor,60.0
NH44,15.886334147441593,78.01636638843978,Telangana,,240.0
Sai Restaurant & Cafe,17.22435243142344,74.18016473328942,Maharashtra ,Narayanwadi,60.0
Ishyu Restaurant Jetcharge,24.89141834594497,75.96482113417042,Rajasthan,,120.0
Al Ameemi Fast Charging Station,12.105660473422844,75.21173432031628,Kerala,Payyanur,40.0
EQ TP Power | Vellur,12.149897992825927,75.2126366440724,Kerala,Vellur,30.0
EQ Sprinkle EVCS | Thaliparamba,12.048654635370426,75.34628006166724,Kerala,Thaliparamba,40.0
Chirakkal Bank EVCS,11.91670441912386,75.35830443320492,Kerala,Chirakkal,30.0
VAN-V | EVOK | Panamaram,11.72574709855104,76.07767336604513,Kerala,Panamaram,60.0
JetEV Nest Developers | Kambalakkad,11.6678126676712,76.07946996948226,Kerala,Kamabalakkad,30.0
Ecozone EVCS | Ulliyeri,11.446514859247145,75.77262022445586,Kerala,Ulliyeri,30.0
Flash Charge EVCS | Thirivangoor,11.38212989549119,75.73661185868718,,Thirivangoor,25.0
Kairali EVCS | Vengalam,11.364746011174972,75.73944992877182,Kerala,Vengalam,60.0
EVM Citroen Calicut,11.30428542732038,75.75957892280337,Kerala,Kozhikode,30.0
Shakti | EVOK Charging Hub,11.257841246701844,75.81018791903341,Kerala,Kozhikode,90.0
EcoVolt EVCS | EVOK | Pantheerankavu,11.235354677733028,75.84566829942764,Kerala,Pantheerankavu,60.0
Bisluck Energy EVCS | Vattaparamba,11.16434134008496,75.96400736946612,Kerala,Edavannappara,60.0
Elite EVOK Charging Hub | Perinthalmanna,10.977749605167759,76.242862885499,Kerala,Perinthalmanna,60.0
Sam EVCV | Perinthalmanna,10.950358143496459,76.16323671441523,Kerala,Parinthalmanna,20.0
BP Angadi | EVOK | Tirur,10.886313623740861,75.93057433099898,Kerala,Tirur,30.0
EVee Buddy | Town Plug EVCS | Palakkad,10.76489386251312,76.65199428138283,Kerala,Palakkad,30.0
EVMOD EVCS | Pudussery,10.796990864937015,76.76440925644602,Kerala,Kanjikode,60.0
EVDay EVCS | Ottappalam | Manissery,10.777715299374591,76.34122770419708,Kerala,Ottappalam,45.0
K4 EV Fast Charging Station,10.705220458256875,76.0892676022388,Kerala,Kunnamkulam,60.0
VKJ | Flash Charge EVCS | Chettuva,10.521423220390915,76.05127900964453,Kerala,Chettuva,60.0
Duke Communications | Pazhuvil,10.416437872608014,76.1536747860506,Kerala,Pazhuvil,30.0
Amigo EV Charge Hub | Marygiri | Vadakkenchery,10.584055517894868,76.4358174230016,Kerala,Vadakkenchery,30.0
Turbo EV Charge Hub | Mannuthi Bypass,10.528605753564008,76.25562112844545,Kerala,Mannuthi,40.0
EVOK Charging Hub | Mannuthy,10.539559645990693,76.253916842178,Kerala,Mannuthi,30.0
M Star EVCS | Koorkenchery,10.511219802362845,76.21322686637518,Kerala,Thrissur,50.0
Irrai EVCS | Chalakka,10.155044701593752,76.28093391543848,Kerala,Chalakka,30.0
SK EVCS | Kizhakkambalam,10.036476395229997,76.41865034222911,Kerala,Kizhakkambalam,60.0
Jayalakshmi Silks EVCS | CAPGO | Vennala,10.003945576726636,76.3133535047184,Kerala,Vennala,60.0
Sunvolt DLF Riverside | Vyttila,9.959224022448979,76.31419020501517,Kerala,Vyttila,30.0
Flash EVCS | Kundannoor,9.938719980937563,76.31830915617024,Kerala,Kundannoor,30.0
Adithya Shree EVCS | Ponnamveli,9.74323198081818,76.31942862417168,Kerala,Cherthala,30.0
EVee Buddy | Mangalath EVCS | Mangalathunada,10.016772858051837,76.50315706545018,Kerala,Kolenchery,30.0
Kavalangad Service Bank EVCS | EVOK,10.059068578217918,76.68397959284152,Kerala,Nellimattom,60.0
EVOK Charging Station | Meenkunnam,9.935613467019522,76.57550196671468,Kerala,Meenkunnam,30.0
EVee Buddy | Vedas Energy EVCS | Ramapuram,9.796182731293456,76.66330810978661,Kerala,Ramapuram,80.0
Qwik Volt EVCS | Kothanalloor,9.718846765722049,76.52517369004113,Kerala,Ettumanoor,90.0
Nest Homestay EVOK | Adimali,10.017257943716487,77.00066031382221,Kerala,Adimali,30.0
EVee Buddy | Everest Hotel | Idukki,9.847466205348368,76.9809564366526,Kerala,Idukki,30.0
Flash Charge EVCS | Kattappana,9.750837650469535,77.10918575774053,Kerala,Kattappana,30.0
Flash Charge EVCS | Vagamon,9.688898073953794,76.90444842810166,Kerala,Vagamon,20.0
EV Point EVCS | Pala,9.71975234535428,76.69166294010688,Kerala,Pala,60.0
EQ ChargeMate | Naalumanikkattu,9.606083638734518,76.57615046762476,Kerala,Manarcadu,40.0
Sihla Energy EVCS | Pathanadu,9.50967457321012,76.69336074121975,Kerala,Pathanadu,60.0
EQ Charis EVCS | Cheeranchira,9.478424884249108,76.56147986042515,Kerala,Changanassery,30.0
Iongrid | Thuruthy,9.473794270373645,76.52851437737809,Kerala,Changanasseri,90.0
Zap N Go,9.4177052402365,76.48812051007178,Kerala,Kuttanadu,60.0
EVOK Charging Station | Thiruvalla,9.357343562392998,76.59062444761048,Kerala,Thiruvalla,80.0
Anupama EVCS | Pathiyoor,9.211019140228416,76.50314274183074,Kerala,Pathiyoor,30.0
EQ Kalayil EVCS | Adoor,9.147193176115792,76.73240138590631,Kerala,Adoor,30.0
Throw In Foodcourt | Karunagappalli,9.067236462385125,76.53588535115716,Kerala,Karunagappalli,30.0
Best EVCS | Karunagappalli,9.046108945574417,76.5366839442604,Kerala,Karunagapally,30.0
Panamthodil Bakers | Chavara,8.983229974793687,76.53477039800418,Kerala,Chavara,90.0
Panamthodil Bakers | Chavara,8.983229974793687,76.53477039800418,Kerala,Chavara,90.0
Pontoor EVCS | Fill Nxt | Kunnicode,9.026472181320997,76.851901085588,Kerala,Kunnicode,30.0
Gilgal EVCS | Fill Nxt | Valakom,8.962957682899102,76.83555763990444,Kerala,Valakom,30.0
M Square EVOK | Kureepuzha,8.921314624972311,76.57636971126544,Kerala,Kollam,50.0
AR Square EVCS | Kavalayoor,8.713974178521198,76.77971906925859,,Kavalayur,90.0
JKV Powern Hub EVCS | Palayam,8.500476045362007,76.95228964181433,Kerala,Thiruvananthapuram,90.0
JKV Powern Hub EVCS | Palayam,8.500476045362007,76.95228964181433,Kerala,Thiruvananthapuram,90.0
Chandra EVCS | Pettah,8.494429796646727,76.93007271012243,Kerala,Thiruvananthapuram,45.0
Illam Chacka,8.491842863574092,76.9201682008487,Kerala,Thriuvananthapuram,80.0
EV Park ECVS Kazhakkoottam | Karthika Park Hotel,8.572651965073888,76.87040125713293,Kerala,Thiruvananthapuram,90.0
EQ Future Mobility Thakkaram,8.578585530292187,76.86647624850741,Kerala,Thiruvananthapuram,20.0
Rest Area Mumbai - Vadodara Expressway,22.170156061343988,73.08761282093997,Gujarat,Saraswani,30.0
NE4 Eest Area Saraswani,22.180225932979837,73.08990857907611,Gujarat,Saraswani,30.0
Hotel Empire ChargeZone,20.740672958672647,73.0356012014945,Gujarat,Chikhli,60.0
Home,26.6975,91.8512,Assam,Hailakandi,24.0
Viraj Junction EFill EVCS,16.536666790073667,74.31995764262308,Karnataka,NH48,60.0
Tata Power Hotel Elite,26.838270570472844,80.85377711286401,Uttar Pradesh,Lucknow,30.0
Hotel Annapura,22.794234488352203,73.85882625545071,Gujarat,Piplod,60.0
Shree Kanha International Chargezone,23.386513324612196,75.05985128378688,Madhya Pradesh,Ratlam,60.0
KR RESORT,29.88678759214764,73.92823039326373,Rajasthan,Ganganagar,30.0
Tata PowerYamuna Expressway Mathura RHS,27.61204701128193,77.74185073192439,Uttar Pradesh,Yamuna Expressway ,120.0
Tata Power Yamuna Expressway Mathura Exit LHS,27.55039596637711,77.75506264207092,Uttar Pradesh,Yamuna Expressway,60.0
Statiq Jaypee Agra,27.153405340639026,78.07073593311952,Uttar Pradesh ,Agra,120.0
KR RESORT,29.88699156029739,73.92473793102454,Rajasthan,Ganganagar,30.0
ev,11.046407561050373,77.07956128281876,TAMILNADU,COIMBATORE,30.0
Charging station,12.960850473046193,77.58182473802742,Karnataka,,0.0
Midway Treat Khushi Inn Sakadehi Betul Hotel,21.997785954355106,77.86538182767944,Madhya Pradesh,,120.0
Rest Area Jio BP  RHS,26.378544178688983,76.25327630896135,Rajasthan,Bonli,60.0
Lakshya Water Park,25.162225667133868,76.1663600759789,Rajasthan,Kota District,30.0
 Chargezone Hotel Rangoli,21.038975778372475,72.9752654100723,GJ,Navsari,60.0
DME Bonli Jio BP LHS,26.377358016679594,76.25375666945047,RJ,Bonli,60.0
DME Garoth Rest Area RHS,24.345261626028034,75.67832329584303,MP,Garoth,60.0
Volttic Delhi Mumbai Expressway LHS Garoth,24.346875612361345,75.68155965704818,MP,Garoth,60.0
K2 Highway Treat & Resort,24.684684684684683,77.3373714921519,,Guna,60.0
Green Mountain Resort,24.54054054054054,77.20867783566665,Madhya Pradesh,Guna,60.0
Hotel Shivani,23.96396396396412,76.93830402560593,Madhya Pradesh,Biora,60.0
160kW GREEN ENERGY EV CHARGING STATION,9.437442172035318,76.54200920369158,Kerala,Changanassery,160.0
RK Mess & Restaurant,11.044939,78.055861,Tamil Nadu,Manmangalam,60.0
Aravai Aanandas,10.777439,77.920825,Tamil Nadu,Karur,60.0
VSB Auto Care,10.964214297245903,78.04655560696892,Tamil Nadu,Karur,60.0
AKR Textiles,10.963961710013322,78.0480420514914,Tamil Nadu,Karur,60.0
Volttic LHS DME,27.287131064283074,76.77469481284459,Rajasthan,Rajpura,60.0
Avantika Resort EV Cosmos,22.810459615604046,74.30068522366184,Gujarat,Dahod,60.0
Regenta Fairlark,22.287645146764476,73.13222578916577,Gujarat,Vadodara,60.0
EESL - Devinder Collections,28.633242086746723,77.22494621242714,New Dehi,New Delhi``,15.0
Regenta Fairlark Jio,22.288523232161836,73.13209856350943,GJ,Vadodara ,60.0
Hyundai EV Chg Stn Manor,19.67794066125505,72.90804616555647,MH,Manor,60.0
Shree Bihariji Filling Station,29.176436522821103,79.49640945838406,Uttarakhand,Haldwani,30.0
BPCL Royal Fuel Station,29.22417745217187,79.50104336869471,Uttarakhand,Haldwani,30.0
Fortune Walkway Mall,29.245389718988378,79.53597170568463,Uttarakhand,Haldwani,60.0
Bikanerwala Sweets Haldwani (Aargo),29.214919408875087,79.52798465647824,Uttarakhand,Haldwani,24.0
Bharat Petroleum - Janta Petrol Pump,29.18654205912064,79.52084262648205,Uttarakhand,Haldwani,0.0
Tata Power- Ginger Hotel Pantnagar,28.998167113138976,79.41578575985898,Uttarakhnad,Rudrapur,30.0
Ecoplug Radisson Blu Hotel,29.000382131496686,79.3998773770921,Uttarakhand,Rudrapur,118.0
BP-RUDRAPUR,28.994841574837153,79.40068624557932,Uttarakhand,Rudrapur,60.0
PREM SINGH & SONS (BPCL Charging Station),28.978596821134563,79.40045316567043,Uttarakhnad,Rudrapur,30.0
 Rudra Continental,28.9758485356967,79.38954231232401,Uttarakhand,Rudrapur,60.0
Sagar Tranport Company,28.931216494533412,79.51703689220533,Uttarakhand,Kichha,60.0
Yash Filling Station,28.870833636540105,79.51648005148428,Uttarakhand,Kichha,60.0
2012531-PRAKASH PETROLEUM,28.89269395171297,79.50956370102392,Uttarakhand,Kichha,30.0
GLIDA JANESHWAR MISHRA PARK ,26.837999215582457,80.98672704173009,UTTAR PRADESH ,LUCKNOW,1200.0
GLIDA LOHIA PARK,26.85721068820618,80.98223515437166,UTTAR PRADESH,LUCKNOW,120.0
Khajuraho Airport,24.810179062230326,79.91151232004376,MP,Khajuraho,60.0
Hotel Bundela,24.841217998336436,79.92095530109164,MP,Khajuraho,30.0
Cube Stop NH-44,21.91423639914423,79.52636658703716,MP,Mohgaon,120.0
Shashtri Nagar ,18.503925778446245,73.80373433483828,Maharashtra,Pune,1.0
Tata Power - Electric Vehicle Charging Station,29.163755,79.522706,Uttarakhand,Haldwani,25.0
FC - TataPower - TMSC Chandrani Enterprises,23.66383145481386,87.0578281055806,West Bengal,Asansol,25.0
FC - TataPower - Hotel Sumandeep,23.765173283966945,86.80574019219654,Jharkhand,Dhanbad,30.0
D N R Fuel Point,20.634269503751185,78.92731552499234,Maharashtra,,120.0
Green Garden Family Restaurant,24.012189825746717,86.03378565807299,Jharkhand,Dumri,25.0
Hotel Kantara Dine,13.06457377178711,77.25712516384169,Karnataka,Solur,30.0
Burger King,12.960134461557354,76.33023905539169,Karnataka ,Udayapura,120.0
Konnagar,21.65144351225736,87.65139955261463,west bengal,Kolkata,0.0
Jio-BP Pulse,13.6062729,77.7872747,,Yellagallahalli,60.0
Tata.ev Luxon Motors - Tata Power,10.011484735873452,76.31138749922593,Kerala,Edappally ,60.0
TML Sree Gokulam Motors - Tata Power,10.03915496555662,76.31555880759106,Kerala,Edappally,30.0
Tata.ev Gokulam Motors - Tata Power,10.081302790405843,76.33946199404113,Kerala,Choornikkara,60.0
Taj Cochin Internation Airport Hotel - Tata Power,10.159995038034907,76.39015421888632,Kerala,Nedumbassery ,30.0
SAJ Earth Resort - Tata Power,10.162224246244605,76.3846534973361,Kerala,Nedumbassery,30.0
Luxon Motors - Tata Power,10.162042049613518,76.36735603462671,Kerala,Kariyad,30.0
Sree Gokulam Motors - Tata Power,10.221060359476041,76.3767521330019,Kerala,Angamaly,30.0
Centro Mall Charging Station - Tata Power,10.232489483292568,76.19594022414185,Kerala,Kodungallur,30.0
IOCL Thiruvonam Fuels - Tata Power,10.769830981411019,76.6680965040648,Kerala,Palakkad,30.0
KVR Automotive - Tata Power,10.782258203557745,76.65824510709217,Kerala,Koppam,30.0
Gokulam Residency - Tata Power,10.436187097899406,76.2652058281742,Kerala,Amballur,25.0
Tata.ev Hyson Motors - Tata Power,10.496728474625243,76.25836131243113,Kerala,Thrissur,60.0
PCK Centenary,10.522940422798897,76.20624766653009,Kerala,Thrissur,30.0
TML Hyson Motors - Tata Power,10.540422993964356,76.18967782467394,Kerala,Thrissur,25.0
Hotel Gokulam Sabari - Tata Power,10.596356977075132,76.0429344292022,Kerala,Guruvayur,25.0
Shirdi,19.75759398843948,74.47634733215602,Maharashtra,Shirdi ,30.0
InFour Wheel Care And Tyres - Tata Power,10.960237966009913,76.23467881441366,Kerala,Perinthalmanna,25.0
TML KVR Automotive - Tata Power,10.984502724399704,76.18784701110644,Kerala,Perinthalmanna,30.0
IOCL Sigma Enterprises Charging Station - Tata Power,10.897914194795774,76.06100966592317,Kerala,Valanchery,30.0
AAK Mall,10.918580614575077,75.91779832596808,Kerala,Tirur,30.0
Tata.ev Store Malappuram,11.052515251663408,76.07764045262866,Kerala,Malappuram,60.0
A M Tyres Malappuram - Tata Power,11.060402531981708,76.08084415906978,Kerala,Malappuram,30.0
Hotel Gokulam Relax Park,11.118906106281457,76.11847374415197,Kerala,Manjeri,25.0
One Stop Automotive Cahrging Station - Tata Power,11.204146203983242,76.13673353482534,Kerala,Edavanna,60.0
Moto Town Auto Hub - Tata Power,11.223249596398574,76.216915246844,Kerala,Wandoor,30.0
IOCL Aaditya Petroleum Naduvath Charging Station - Tata Power,11.211054369500445,76.22468507295008,Kerala,Wandoor,30.0
Calicut Airport Charging Station - Tata Power,11.140292270314333,75.94831371133864,Kerala,Kondotty,60.0
TML Marina Motors - Tata Power,11.216965265185237,75.85795106094037,Kerala,Kozhikode,25.0
Rotana Motors Meenchanda - Tata Power,11.213908526645213,75.80263211133581,Kerala,Meenchanda,30.0
IOCL Lakshmi Sales & Service - Tata Power,11.233626863224842,75.80323852757283,Kerala,Kozhikode,30.0
Gokulam Galleria Mall - Tata Power,11.258465133509901,75.79290611849729,Kerala,Kozhikode,25.0
Hotel Hyson Heritage - Tata Power,11.259214498820043,75.77933452309298,Kerala,Kozhikode,25.0
Taj The Gateway Hotel - Tata Power,11.25868982319139,75.77397870788238,Kerala,Kozhikode,30.0
Taj The Gateway Hotel - Tata Power,11.259029053106843,75.77370839324391,Kerala,Kozhikode,7.4
IOCL Engapuzha Fuel - Tata Power,11.465050129739268,75.97017469880149,Kerala,Engapuzha,25.0
IOCl Balaji Petroleum - Tata Power,11.660943020691448,76.24002282400443,Kerala,Sulthan Bathery,30.0
Hotel Saugandhika Charging Station - Tata Power,11.6593282557467,76.20718522782687,Kerala,Meenangadi,60.0
TML Marina Motors Pvt. Ltd. Kalpetta - Tata Power,11.637352766290704,76.09468538005217,Kerala,Kalpetta,30.0
Taj Wayanad Resort and Spa- Tata Power,11.6576333638655,75.96043177655011,Kerala,Padinjarathara,30.0
KVR Dream Vehicles Thalassery - Tata Power,11.761734248724949,75.50906837861191,Kerala,Thalassery,30.0
IOCL - MK Petroleum - Tata Power,11.860150179085252,75.41434121644008,Kerala,Thazhe Chovva,30.0
KVR Dream Vehicles Service Centre - Tata Power,11.990685920762218,75.65802183107732,Kerala,Iritty,30.0
KVR Dream Vehicle - Tata Power,11.83285672150295,75.42644169657501,Kerala,Nadal,25.0
Tata.ev KVR Dreams Kannur - Tata Power,11.860830340847158,75.41186777793837,Kerala,Kannur ,30.0
KVR Dream Vehicles Service Center - Tata Power,12.120003262388039,75.21755451244977,Kerala,Payyanur,30.0
V-Net Shopping Complex - Tata Power,12.175048478868092,75.1934333250936,Kerala,Payyannur,30.0
Taj Bekkal - Tata Power,12.42338327765249,75.01475480358593,Kerala,Bekkal,7.4
TML KVR Dream Vehicles EVCS - Tata Power,12.513454412772603,75.02712293765927,Kerala,Kasaragod,30.0
IOCL Top Fuels Karanthakkad Charging Station - Tata Power,12.509407895012473,74.98611113925955,Kerala,Kasaragod,30.0
Eco Charge Hub - GO EC,8.353208648493009,77.05379011708595,Kerala,Thiruvananthapuram ,60.0
Rajco EVCS - GO EC,8.394252774929768,77.08872897393405,Kerala,Neyyattinkara,30.0
Appolo Dimora Hotel EVCS - GO EC,8.48866100741148,76.95075167233603,Kerala,Thiruvananthapuram ,30.0
Lulu International Mall EVCS - GO EC,8.515262881600336,76.89815843780872,Kerala,Thiruvananthapuram ,60.0
Trivandrum UST Campus EVCS - GO EC,8.539993047929073,76.88442500297742,Kerala,Thiruvananthapuram ,7.4
Karthika Residency Hotel EVCS - GO EC,8.728845866034803,76.89844751364274,Kerala,Karette,80.0
KKP Renewables EVCS - GO EC,8.734523377793522,76.89801647227131,Kerala,Karette,30.0
Aeron EVCS - GO EC,8.686808046081069,76.82402232674082,Kerala,Attingal,30.0
Zenith EVCS - GO EC,8.733067658594678,76.81064655334814,Kerala,Attingal,30.0
Orion Plaza EVCS - GO EC,8.863426989733298,76.8712078360212,Kerala,Chadayamangalam,60.0
Power Up EVCS - GO EC,8.74908605012898,76.70581858621796,Kerala,Varkala,25.0
Green Planet EVCS - GO EC,8.982143340998263,76.80932966421278,Kerala,Kottarakkara,30.0
RK EVCS - GO EC,8.948246626469512,76.64624714068498,Kerala,Kundara,30.0
SK EVCS - GO EC,9.070991645604138,76.8563112284703,Kerala,Pathanapuram,25.0
Erathu Motors EVCS - GO EC,9.051367403391126,76.70324696297251,Kerala,Puthoor,30.0
Vrindavan EVCS - GO EC,9.045128433314076,76.77360003943176,Kerala,Inchakkad,25.0
JB Power EVCS - GO EC,9.116847049005273,76.74511188165377,Kerala,Adoor,60.0
Peninsula Park Residency EVCS - GO EC,9.145305964259492,76.76585838641842,Kerala,Adoor,30.0
Green Earth - GO EC,9.153564153649185,76.73554436189625,Kerala,Adoor,60.0
Sparkzone EVCS - GO EC,9.14579459592612,76.45936322492247,Kerala,Kayamkulam,25.0
Zufo EVCS,9.132307411349302,76.51385828713245,Kerala,Karunagappalli,25.0
Cartist - GO EC,9.184739728702354,76.49029683829167,Kerala,Kayamkulam,60.0
V Volte EVCS - GO EC,9.289000834095233,76.45653569251749,Kerala,Haripad,25.0
Anjaly EVCS - GO EC,9.246935401622352,76.75730779092834,Kerala,Omallor,30.0
Evergreen Continental EVCS - GO EC,9.26377680925411,76.7854352998848,Kerala,Pathanamthitta,30.0
Quik Energy EVCS - GO EC,9.311533026822985,76.62272052601361,Kerala,Chengannur,60.0
Amrutham Auto Care EVCS - GO EC,9.342144722861462,76.59848783947041,Kerala,Chengannur,30.0
Changanassery Immaculate Mary EVCS,9.459860217939863,76.55518358905402,Kerala,Changanassery,25.0
Calvarymount Jerry Plaza,9.80694248889715,77.04794025522557,Kerala,Alliyar,30.0
Westgate Inn EVCS - GO EC,9.747617293321468,77.10541770305377,Kerala,Kattappana,25.0
GO EC Charging Station,9.665398819574932,77.16084695044691,Kerala,Idukki,30.0
Sora EVCS - GO EC,9.614445835422885,77.15390991011253,Kerala,Kumali,30.0
Open Kitchen EVCS - GO EC,9.580204298452543,76.97061172783384,Kerala,Kuttikkanam,60.0
Nandanam EVCS - GO EC,9.56707472944133,76.70609404363415,Kerala,Kodungoor,30.0
Clay Art Cafe - GO EC,9.566378511526395,76.74160751395914,Kerala,Ponkunnam,25.0
GO Green EVCS,9.753999722373322,76.70127896431035,Kerala,Anthikkad,80.0
Nila's Magestic Arcade,9.683248151452077,76.60975356992105,Kerala,Kidangoor,30.0
Ettumanur Skylight EVCS - GO EC,9.668171829463475,76.57537881809179,Kerala,Ettumanoor,60.0
Chaithanya Hospital EVCS - GO EC,9.761923840599692,76.56472253025936,Kerala,Kuravilangad,25.0
Manjoor Beeza Clubhouse EVCS - GO EC,9.727579425560023,76.52038777302698,Kerala,Manjoor,30.0
Kalladanthiyil EVCS - GO EC,9.68333687975506,76.50559380666749,Kerala,Neendoor,30.0
The Grand Ambassador EVCS,9.589399335956784,76.52633053455003,Kerala,Kottayam ,30.0
Hotel Athira Residency EVCS - GO EC,9.578258767585766,76.51947056358193,Kerala,Kottayam,80.0
Cassia Regency EVCS - GO EC,9.490169816576028,76.3207371647539,Kerala,Alappuzha,30.0
Neo Charge EVCS - GO EC,9.559497168686136,76.32821358891908,Kerala,Alappuzha,30.0
Jason Orchard Inn EVCS - GO EC,9.56257506243169,76.32758403292866,Kerala,Alappuzha,30.0
